2 100 -5 5 4000
-1000.0 985.4963740935236 970.9927481870473
-999.4998749687422 -103.77594398599649 -1207.0517629407352
-998.9997499374844 -341.8354588647161 -1682.6706676669164
-998.4996249062266 494.8737184296076 -8.752188047011373
-997.9994998749687 -219.8049512378094 -1437.6094023505875
-997.4993748437109 609.9024756189049 222.3055763940988
-996.9992498124531 -756.4391097774444 -2509.8774693673417
-996.4991247811953 -606.9017254313578 -2210.302575643911
-995.9989997499375 -583.3958489622405 -2162.7906976744184
-995.4988747186796 815.9539884971243 636.409102275569
-994.9987496874219 -36.75918979744927 -1068.5171292823204
-994.498624656164 888.4721180295076 782.4456114028511
-993.9984996249062 220.30507626906729 -553.3883470867717
-993.4983745936485 178.79469867466878 -635.9089772443109
-992.9982495623906 -418.85471367841956 -1830.7076769192297
-992.4981245311328 -739.9349837459365 -2472.368092023006
-991.9979994998749 177.79444861215302 -636.4091022755689
-991.4978744686172 27.75693923480867 -935.9839959989998
-990.9977494373593 -473.36834208552136 -1937.734433608402
-990.4976244061015 543.8859714928733 97.27431857964507
-989.9974993748438 675.9189797449365 361.84046011502915
-989.4973743435859 918.9797449362343 848.4621155288827
-988.9972493123281 470.36759189797453 -48.26206551637904
-988.4971242810702 -471.36784196049007 -1931.2328082020504
-987.9969992498125 972.9932483120781 957.9894973743437
-987.4968742185547 -725.4313578394599 -2438.3595898974745
-986.9967491872968 -583.8959739934983 -2154.7886971742932
-986.496624156039 -976.9942485621406 -2940.48512128032
-985.9964991247812 544.886221555389 103.77594398599695
-985.4963740935234 379.34483620905235 -226.8067016754187
-984.9962490622655 -705.9264816204051 -2396.8492123030755
-984.4961240310078 332.3330832708177 -319.8299574893723
-983.99599899975 -457.36434108527123 -1898.7246811702926
-983.4958739684921 373.84346086521646 -235.8089522380592
-982.9957489372343 -769.4423605901475 -2521.8804701175295
-982.4956239059765 -32.25806451612891 -1047.0117529382342
-981.9954988747187 47.761940485121386 -886.4716179044759
-981.4953738434608 -371.84296074018505 -1725.181295323831
-980.995248812203 55.26381595398857 -870.4676169042259
-980.4951237809453 -619.904976244061 -2220.3050762690673
-979.9949987496874 -617.9044761190297 -2215.8039509877467
-979.4948737184296 -698.4246061515379 -2376.3440860215055
-978.9947486871718 272.8182045511378 -433.35833958489616
-978.494623655914 -385.346336584146 -1749.187296824206
-977.9944986246562 473.3683420855216 -31.257814453613037
-977.4943735933983 -122.28057014253557 -1222.0555138784694
-976.9942485621406 43.26081520380103 -890.4726181545385
-976.4941235308827 307.8269567391849 -360.84021005251293
-975.9939984996249 309.3273318329584 -357.3393348337081
-975.493873468367 12.753188297074303 -949.9874968742184
-974.9937484371093 844.4611152788198 713.9284821205302
-974.4936234058515 875.9689922480622 777.444361090273
-973.9934983745936 -926.9817454363591 -2827.956989247312
-973.4933733433359 -262.31557889472367 -1498.1245311327832
-972.993248312078 -903.4758689672418 -2779.9449862465617
-972.4931232808202 216.30407601900492 -539.8849712428104
-971.9929982495623 890.4726181545388 808.9522380595154
-971.4928732183046 566.8917229307328 162.2905726431611
-970.9927481870468 -849.4623655913979 -2669.9174793698426
-970.4926231557889 -681.92048012003 -2334.333583395849
-969.9924981245312 -653.4133533383346 -2276.8192048012
-969.4923730932733 -775.4438609652414 -2520.380095023756
-968.9922480620155 -525.8814703675919 -2020.7551887971993
-968.4921230307577 400.3500875218806 -167.79194798699655
-967.9919979994999 417.35433858464626 -133.28332083020734
-967.4918729682421 654.4136034008504 341.3353338334588
-966.9917479369842 -140.78519629907476 -1248.5621405351337
-966.4916229057264 921.4803700925233 876.4691172793202
-965.9914978744686 863.9659914978747 761.9404851212809
-965.4913728432108 -106.77669417354332 -1179.0447611902973
-964.991247811953 915.9789947486872 866.9667416854214
-964.4911227806952 -310.8277069267316 -1586.1465366341583
